201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS OPEN(PwD) Gender-Neutral 436466 436466
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS SC Gender-Neutral 72028 87956
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS SC Female-only 105672 105672
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS ST Gender-Neutral 143731 159695
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4114 Electronics and Communication Engineering OS ST Female-only 204718 204718
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering AI ST Gender-Neutral 110478 110478
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering AI ST Female-only 271417 271417
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS OBC-NCL Gender-Neutral 41094 140569
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS OBC-NCL Female-only 109964 117923
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS GEN-EWS Gender-Neutral 51626 72285
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS GEN-EWS Female-only 102923 102923
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS OPEN Gender-Neutral 18960 36532
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS OPEN Female-only 35191 66657
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS SC Gender-Neutral 110574 176237
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS SC Female-only 212887 212887
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering HS ST Gender-Neutral 208786 663702
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS OBC-NCL Gender-Neutral 27569 29984
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS OBC-NCL Female-only 55042 58816
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS GEN-EWS Gender-Neutral 25920 28814
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS GEN-EWS Female-only 40765 40765
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS OPEN Gender-Neutral 16071 23667
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS OPEN Female-only 26505 39088
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS OPEN(PwD) Gender-Neutral 577106 577106
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS SC Gender-Neutral 81379 101733
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS SC Female-only 146201 146201
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS ST Gender-Neutral 125661 144713
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4125 Mechanical Engineering OS ST Female-only 300161 300161
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology AI GEN-EWS Gender-Neutral 50502 52131
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology AI ST Gender-Neutral 195307 272525
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology AI ST Female-only 288278 288278
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS OBC-NCL Gender-Neutral 221306 740494
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS OBC-NCL Female-only 359960 584347
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS GEN-EWS Gender-Neutral 190369 190369
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS GEN-EWS Female-only 197786 197786
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS OPEN Gender-Neutral 32176 166791
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS OPEN Female-only 72038 138047
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS SC Gender-Neutral 220140 367348
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology HS SC Female-only 246455 259914
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS OBC-NCL Gender-Neutral 50071 59963
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS OBC-NCL Female-only 67490 85951
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS GEN-EWS Gender-Neutral 52958 54864
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS GEN-EWS Female-only 79849 79849
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS OPEN Gender-Neutral 25854 49600
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS OPEN Female-only 44996 66746
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS SC Gender-Neutral 126998 171912
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS SC Female-only 188600 209180
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS ST Gender-Neutral 274155 277271
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4139 Textile Technology OS ST Female-only 321278 321278
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS OBC-NCL Gender-Neutral 37776 57396
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS OBC-NCL Female-only 53764 53764
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS OBC-NCL(PwD) Gender-Neutral 272943 272943
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS GEN-EWS Gender-Neutral 28517 29031
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS GEN-EWS Female-only 53205 53205
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS OPEN Gender-Neutral 10981 13479
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS OPEN Female-only 17775 22750
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS OPEN(PwD) Gender-Neutral 268721 268721
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS SC Gender-Neutral 69272 82424
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS SC Female-only 194706 194706
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology HS ST Gender-Neutral 413542 543589
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS OBC-NCL Gender-Neutral 15823 19947
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS OBC-NCL Female-only 33275 33275
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS GEN-EWS Gender-Neutral 12158 12273
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS GEN-EWS Female-only 17897 17897
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS OPEN Gender-Neutral 9794 11646
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS OPEN Female-only 14310 17474
